d_lt	d_den	d_schedule	total
T	D	08:20	8.99999993
T	D	08:25	68.99999950
T	D	08:30	59.99999964
T	D	08:35	42.99999976
T	D	08:40	35.99999975
T	D	08:45	76.99999947
T	D	08:50	0.99999999
T	D	08:55	52.99999962
T	D	09:00	52.99999967
T	D	09:05	16.99999988
T	D	09:10	37.99999976
T	D	09:15	45.99999969
T	D	09:20	91.99999952
T	D	09:25	73.99999961
T	D	09:30	120.99999928
T	D	09:35	59.99999971
T	D	09:40	137.99999923
T	D	09:45	95.99999952
T	D	09:50	90.99999960
T	D	09:55	24.99999988
T	D	10:00	149.99999921
T	D	10:05	7.99999997
T	D	10:10	59.99999967
T	D	10:15	76.99999960
T	D	10:20	132.99999929
T	D	10:25	49.99999972
T	D	10:30	26.99999989
T	D	10:35	80.99999959
T	D	10:40	15.99999992
T	D	10:45	37.99999976
T	D	10:50	41.99999977
T	D	10:55	67.99999961
T	D	11:00	37.99999974
T	D	11:05	34.99999982
T	D	11:10	25.99999981
T	D	11:15	38.99999972
T	D	11:20	58.99999958
T	D	11:25	42.99999973
T	D	11:30	8.99999995
T	D	11:35	37.99999973
T	D	11:40	68.99999963
T	D	11:45	53.99999970
T	D	11:50	70.99999967
T	D	11:55	49.99999979
T	D	12:00	86.99999959
T	D	12:05	38.99999984
T	D	12:10	99.99999943
T	D	12:15	103.99999948
T	D	12:20	37.99999985
T	D	12:25	84.99999955
T	D	12:30	95.99999951
T	D	12:35	125.99999937
T	D	12:40	56.99999969
T	D	12:45	46.99999974
T	D	12:50	35.99999978
T	D	12:55	52.99999969
T	D	13:00	74.99999956
T	D	13:05	5.99999995
T	D	13:10	43.99999972
T	D	13:15	55.99999961
T	D	13:20	85.99999954
T	D	13:25	22.99999987
T	D	13:30	13.99999991
T	D	13:35	43.99999971
T	D	13:40	70.99999951
T	D	13:45	51.99999968
T	D	13:50	33.99999977
T	D	13:55	12.99999993
T	D	14:00	119.99999948
T	D	14:05	33.99999982
T	D	14:10	36.99999983
T	D	14:15	66.99999968
T	D	14:20	114.99999944
T	D	14:25	107.99999944
T	D	14:30	76.99999960
T	D	14:35	39.99999980
T	D	14:40	97.99999955
T	D	14:45	78.99999963
T	D	14:50	38.99999979
T	D	14:55	93.99999953
T	D	15:00	43.99999974
T	D	15:05	35.99999981
T	D	15:10	52.99999971
T	D	15:15	38.99999979
T	D	15:20	60.99999962
T	D	15:25	32.99999979
T	D	15:30	24.99999984
T	D	15:35	31.99999981
T	D	15:40	7.99999996
T	D	15:45	24.99999985
T	D	15:50	35.99999979
T	D	15:55	21.99999986
T	D	16:00	57.99999966
T	D	16:05	28.99999983
T	D	16:10	33.99999979
T	D	16:15	27.99999982
T	D	16:20	120.99999944
T	D	16:25	52.99999973
T	D	16:30	94.99999946
T	D	16:35	55.99999975
T	D	16:40	96.99999954
T	D	16:45	63.99999963
T	D	16:50	80.99999958
T	D	16:55	80.99999956
T	D	17:00	98.99999956
T	D	17:05	15.99999993
T	D	17:10	32.99999982
T	D	17:15	87.99999961
T	D	17:20	65.99999970
T	D	17:25	25.99999987
T	D	17:30	35.99999981
T	D	17:35	33.99999983
T	D	17:40	51.99999967
T	D	17:45	51.99999961
T	D	17:50	60.99999957
T	D	17:55	21.99999987
T	D	18:00	21.99999985
T	D	18:05	17.99999989
T	D	18:10	5.99999996
T	D	18:15	31.99999981
T	D	18:20	42.99999976
T	D	18:25	22.99999985
T	D	18:30	37.99999976
T	D	18:35	52.99999970
T	D	18:40	29.99999982
T	D	18:45	37.99999977
T	D	18:50	65.99999963
T	D	18:55	43.99999977
T	E	19:00	33.99999979
T	E	19:05	37.99999978
T	E	19:10	19.99999989
T	E	19:15	31.99999980
T	E	19:20	34.99999979
T	E	19:25	42.99999974
T	E	19:30	22.99999985
T	E	19:35	15.99999991
T	E	19:40	3.99999998
T	E	19:45	47.99999967
T	E	19:50	42.99999974
T	E	19:55	8.99999994
T	E	20:00	56.99999972
T	E	20:05	1.99999999
T	E	20:10	11.99999996
T	E	20:15	61.99999967
T	E	20:20	21.99999989
T	E	20:25	55.99999968
T	E	20:30	83.99999954
T	E	20:35	168.99999905
T	E	20:45	99.99999950
T	E	20:50	95.99999952
T	E	20:55	113.99999943
T	E	21:00	49.99999973
T	E	21:05	103.99999949
T	E	21:10	67.99999968
T	E	21:15	96.99999952
T	E	21:20	98.99999950
T	E	21:25	77.99999960
T	E	21:30	60.99999971
T	E	21:35	84.99999960
T	E	21:40	70.99999946
T	E	21:45	17.99999988
T	E	21:50	39.99999969
T	E	21:55	21.99999985
T	E	22:00	47.99999964
T	E	22:05	13.99999992
T	E	22:10	19.99999986
T	E	22:15	21.99999986
T	E	22:20	11.99999990
T	E	22:25	15.99999989
T	E	22:30	3.99999997
T	E	22:35	13.99999989
T	E	22:40	8.99999994
T	E	22:45	5.99999997
T	N	00:15	27.99999984
T	N	02:10	7.99999995
T	N	02:35	1.99999999
T	N	03:00	3.99999997
T	N	03:10	1.99999998
T	N	03:15	1.99999999
T	N	03:20	1.99999998
T	N	03:30	1.99999999
T	N	04:00	3.99999997
T	N	04:30	1.99999999
T	N	05:00	15.99999988
T	N	05:05	11.99999991
T	N	05:10	7.99999994
T	N	05:15	9.99999994
T	N	05:25	2.99999997
T	N	05:30	5.99999996
T	N	05:35	7.99999995
T	N	05:40	5.99999995
T	N	05:45	9.99999993
T	N	05:50	4.99999996
