d_lt	d_den	d_schedule	total
T	D	13:15	1109.12322600
T	D	13:20	1776.40061400
T	D	13:25	788.50946600
T	D	13:30	636.21793000
T	D	13:35	1021.95636000
T	D	13:40	1302.49340000
T	D	13:45	965.84895200
T	D	13:50	791.51522000
T	D	13:55	580.11052200
T	D	14:00	1529.92878600
T	D	14:05	1079.06568600
T	D	14:10	896.71661000
T	D	14:15	1756.36225400
T	D	14:20	1991.81298400
T	D	14:25	2820.39917000
T	D	14:30	2194.20042000
T	D	14:35	1253.39941800
T	D	14:40	2464.71828000
T	D	14:45	1618.09757000
T	D	14:50	751.43850000
T	D	14:55	2371.53990600
T	D	15:00	912.74729800
T	D	15:05	898.72044600
T	D	15:10	1068.04458800
T	D	15:15	1065.03883400
T	D	15:20	1278.44736800
T	D	15:25	956.83169000
T	D	15:30	514.98585200
T	D	15:35	827.58426800
T	D	15:40	337.64636600
T	D	15:45	1166.23255200
T	D	15:50	1064.03691600
T	D	15:55	406.77870800
T	D	16:00	1270.43202400
T	D	16:05	582.11435800
T	D	16:10	697.33492800
T	D	16:15	541.03572000
T	D	16:20	2240.28864800
T	D	16:25	1595.05345600
T	D	16:30	2218.24645200
T	D	16:35	1509.89042600
T	D	16:40	2165.14479800
T	D	16:45	2138.09301200
T	D	16:50	1915.66721600
T	D	16:55	1889.61734800
T	D	17:00	2487.76239400
T	D	17:05	888.70126600
T	D	17:10	1378.63916800
T	D	17:15	1367.61807000
T	D	17:20	1183.26515800
T	D	17:25	562.07599800
T	D	17:30	893.71085600
T	D	17:35	1050.01006400
T	D	17:40	1082.07144000
T	D	17:45	1361.60656200
T	D	17:50	1424.72739600
T	D	17:55	552.05681800
T	D	18:00	767.46918800
T	D	18:05	322.61759600
T	D	18:10	480.92064000
T	D	18:15	451.86501800
T	D	18:20	1212.32078000
T	D	18:25	447.85734600
T	D	18:30	864.65523400
T	D	18:35	901.72620000
T	D	18:40	727.39246800
T	D	18:45	857.64180800
T	D	18:50	1361.60656200
T	D	18:55	1065.03883400
T	E	19:00	967.85278800
T	E	19:05	978.87388600
T	E	19:10	349.66938200
T	E	19:15	741.41932000
T	E	19:20	958.83552600
T	E	19:25	772.47877800
T	E	19:30	468.89762400
T	E	19:35	437.83816600
T	E	19:40	149.28578200
T	E	19:45	1125.15391400
T	E	19:50	1039.99088400
T	E	19:55	314.60225200
T	E	20:00	1170.24022400
T	E	20:05	443.84967400
T	E	20:10	213.40853400
T	E	20:15	1415.71013400
T	E	20:20	487.93406600
T	E	20:25	1170.24022400
T	E	20:30	2745.25532000
T	E	20:35	4243.12273000
T	E	20:40	585.12011200
T	E	20:45	2050.92614600
T	E	20:50	2323.44784200
T	E	20:55	3219.16253400
T	E	21:00	1832.50802200
T	E	21:05	2442.67608400
T	E	21:10	2019.86668800
T	E	21:15	1818.48117000
T	E	21:20	3331.37735000
T	E	21:25	1648.15511000
T	E	21:30	1412.70438000
T	E	21:35	2030.88778600
T	E	21:40	1160.22104400
T	E	21:45	901.72620000
T	E	21:50	624.19491400
T	E	21:55	590.12970200
T	E	22:00	1029.97170400
T	E	22:05	410.78638000
T	E	22:10	269.51594200
T	E	22:15	303.58115400
T	E	22:20	131.25125800
T	E	22:25	290.55622000
T	E	22:30	99.18988200
T	E	22:35	177.33948600
T	E	22:40	204.39127200
T	E	22:45	156.29920800
T	E	22:50	9.01726200
T	N	00:00	11.23309000
T	N	00:05	125.60637000
T	N	00:15	222.61942000
T	N	00:30	21.44499000
T	N	00:35	1.02119000
T	N	00:45	2.04238000
T	N	00:50	1.02119000
T	N	00:55	65.35616000
T	N	01:00	8.16952000
T	N	01:15	40.84760000
T	N	01:30	9.19071000
T	N	01:35	19.40261000
T	N	01:55	107.22495000
T	N	02:10	166.45397000
T	N	02:15	21.44499000
T	N	02:35	26.55094000
T	N	02:45	5.10595000
T	N	03:00	22.46618000
T	N	03:10	40.84760000
T	N	03:15	45.95355000
T	N	03:20	37.78403000
T	N	03:30	30.63570000
T	N	03:40	62.29259000
T	N	03:45	10.21190000
T	N	03:50	8.16952000
T	N	04:00	51.05950000
T	N	04:10	5.10595000
T	N	04:20	37.78403000
T	N	04:30	45.95355000
T	N	04:35	8.16952000
T	N	04:40	36.76284000
T	N	04:45	8.16952000
T	N	04:50	22.46618000
T	N	04:55	26.55094000
T	N	05:00	400.30648000
T	N	05:05	218.53466000
T	N	05:10	135.81827000
T	N	05:15	186.87777000
T	N	05:20	84.75877000
T	N	05:25	74.54687000
T	N	05:30	344.14103000
T	N	05:35	138.88184000
T	N	05:40	95.99186000
T	N	05:45	176.66587000
T	N	05:50	70.46211000
T	N	05:55	177.68706000
T	N	06:00	831.24866000
T	N	06:05	413.58195000
T	N	06:10	320.65366000
T	N	06:15	374.77673000
T	N	06:20	285.93320000
T	N	06:25	347.20460000
T	N	06:30	698.49396000
T	N	06:35	519.78571000
T	N	06:40	370.69197000
T	N	06:45	538.16713000
T	N	06:50	1240.74585000
T	N	23:00	17.36023000
T	N	23:10	485.06525000
T	N	23:15	42.88998000
T	N	23:30	53.10188000
T	N	23:40	146.03017000
T	N	23:45	146.03017000
T	N	23:50	150.11493000
T	N	23:55	5.10595000
